animal,EBV_NINT1,EBV_MTPN1,EBV_MUNY1,EBV_NINT2+,EBV_MTPN2+,EBV_MUNY2+,Reliability_NINT1, Reliability_MTPN1, Reliability_MUNY1, Reliability_NINT2+, Reliability_MTPN2+, Reliability_MUNY2+
359,-0.00445364,-0.00298896,-0.03065879,0.00063621,-0.00571759,-0.13559015,0.47518571,0.35992276,0.41080794,0.47375786,0.38345111,0.42085529
360,-0.00653069,-0.00230642,-0.05751956,-0.00500915,-0.00193265,-0.05895323,0.46010446,0.40890713,0.43331232,0.45068509,0.41061899,0.42690717
361,0.01268543,0.0024877,-0.08614779,0.0168437,0.00328188,-0.17893598,0.26907737,0.1932804,0.21603426,0.28713129,0.23454632,0.24351591
362,0.0172682,0.00329365,-0.14540963,0.02219771,0.00731227,-0.15994127,0.37043964,0.31157779,0.33763883,0.3538655,0.30594393,0.32604426
363,0.00090158,0.00278337,0.08075462,0.0095758,-0.00099715,-0.17230706,0.45036834,0.39821748,0.42972135,0.43577233,0.39331004,0.41717531
364,-0.00418934,-0.00021438,0.02960226,-0.01478597,-2.066e-05,0.1813435,0.42179702,0.36247815,0.38834431,0.42875509,0.38513832,0.39740415
365,0.01584027,0.00635266,0.00838012,0.02531503,0.00947658,-0.05019317,0.45735244,0.38680092,0.41788604,0.45351898,0.39996467,0.41949462
366,-0.01331882,-0.00276491,0.01750293,-0.01822872,-0.00512438,0.02182083,0.42812268,0.33548956,0.37403732,0.44442956,0.37995519,0.40124226
367,0.00886366,0.00066481,0.04856822,0.00920742,0.00291928,0.15598304,0.36419799,0.2859634,0.31385742,0.39444387,0.34266185,0.34891575
368,-0.01777069,-0.00593926,-0.15582096,-0.0203445,-0.00756655,-0.18287489,0.44318915,0.32507459,0.37540126,0.44528917,0.35615857,0.39186649
369,0.00038057,-0.00362162,-0.09363515,0.00095789,-0.00623062,-0.18252868,0.30896546,0.25881953,0.2760272,0.32565154,0.29086231,0.2952674
370,0.00326407,-0.00188414,-0.07479034,0.00429731,-0.0041986,-0.16176958,0.47393743,0.40407049,0.42728367,0.49177084,0.43916815,0.4469012
371,0.01098026,-0.00025351,0.00461602,0.01513055,0.00064869,0.02078614,0.48520635,0.40787967,0.43558261,0.49258076,0.43235447,0.4473155
372,0.01499449,0.00324136,-0.08054111,0.02130597,0.00634198,-0.10983072,0.42900006,0.33975613,0.37485476,0.4291422,0.36334799,0.38845363
373,-0.00125805,0.00192407,0.19414948,0.00258989,0.00234677,0.21964477,0.49854707,0.38503088,0.43564405,0.51039234,0.42459847,0.4567213
374,0.00448268,-0.00248254,-0.08707135,0.0025419,-0.00388717,-0.10834717,0.46123033,0.38347179,0.41018511,0.47458872,0.41581542,0.42713063
375,-0.00448889,-0.00832634,-0.16649496,-0.01447494,-0.01367529,-0.20888764,0.43220158,0.34684641,0.38298971,0.42351257,0.35782632,0.38170458
376,-0.01206407,-0.00428938,0.00395416,-0.01805778,-0.00931012,-0.04182108,0.37998327,0.33184899,0.35717888,0.37010438,0.33470749,0.35165028
377,0.01057725,-0.00375374,-0.07987016,0.01743286,-0.00324639,-0.12128764,0.4758618,0.37144308,0.42575795,0.47890255,0.40319441,0.43567887
378,-0.00054732,-0.00190028,0.00427413,0.00325237,-0.00048049,0.05624804,0.48961836,0.41736402,0.45018975,0.48837887,0.43190727,0.45279475
379,-0.00376841,0.00448617,-0.0356117,-0.00582792,0.00815842,0.00720922,0.49627563,0.39122807,0.42778008,0.51461824,0.43645349,0.4554946
380,0.0262756,0.01130901,0.03036875,0.03240886,0.0133339,-0.06177382,0.50113826,0.41325909,0.46465289,0.48302445,0.41405948,0.45129348
381,0.00723485,0.00357746,-0.00497762,0.01079014,0.00594529,0.00422763,0.44367965,0.31746091,0.36018102,0.47725942,0.3897703,0.40606535
382,-0.01333244,-0.00457754,-0.13906962,-0.01818972,-0.00573286,-0.15151347,0.43056035,0.35829547,0.3859073,0.43681085,0.38231375,0.39656578
383,0.00333361,-0.00630325,-0.3244987,0.0022019,-0.00633311,-0.37589399,0.25291455,0.23354269,0.24773785,0.26989108,0.25902593,0.26168718
384,-0.00295357,-0.00325557,-0.13617842,0.00351573,-0.00139509,-0.21799301,0.44832571,0.40261163,0.42785815,0.42010944,0.38203594,0.40496494
385,-0.00115165,0.00427467,0.43322032,0.00189405,0.00504061,0.57733194,0.50346224,0.42567658,0.46407954,0.49168556,0.43031937,0.46107271
386,-0.00418254,0.0009196,0.08472268,0.00329912,0.00273745,0.05005342,0.29411071,0.28044034,0.29188852,0.3065482,0.29783232,0.30019339
387,-0.02697789,-0.00569397,0.050182,-0.03085584,-0.01036852,-0.00071441,0.48696891,0.34297335,0.40841389,0.50040122,0.39244289,0.43791933
388,0.00402992,-0.00364479,-0.04706494,0.00240237,-0.00760537,-0.12931004,0.46082187,0.31075293,0.386055,0.45344427,0.33772198,0.3974914
389,0.01082325,-0.00087642,-0.14627334,0.01342755,-0.00022272,-0.21959573,0.46016311,0.37981854,0.42507485,0.43499279,0.37049716,0.4055341
390,-0.01072045,-0.01054313,-0.45894474,-0.02250279,-0.01128796,-0.44816839,0.52685094,0.43529415,0.47453831,0.53958547,0.47033924,0.49241072
391,0.00517443,0.00287488,-0.19795042,0.00654577,0.00500832,-0.261945,0.37919737,0.3015079,0.33123833,0.39477677,0.34062532,0.35620526
392,-0.02111776,-0.0069793,-0.0102724,-0.02061603,-0.00716726,0.03716589,0.43733528,0.37356954,0.40588024,0.41780442,0.36753251,0.39268604
393,-0.00584208,0.00140642,0.23872607,-0.00463839,0.00311007,0.35460311,0.37837603,0.32160141,0.3495744,0.34832938,0.30089027,0.32671141
394,0.00172182,0.00626075,0.20935609,-0.00017868,0.00797065,0.31399011,0.46356884,0.36469424,0.39944383,0.49030111,0.42055042,0.43291947
395,-0.00011593,0.00617978,0.17441433,0.00749098,0.00874666,0.15854005,0.46853041,0.40781866,0.42786796,0.48579738,0.44122543,0.44750169
396,-0.00172786,0.002758,-0.02154363,0.00066989,0.00181185,-0.18129072,0.49010889,0.38886089,0.43080332,0.49297537,0.41435524,0.44113314
397,0.02042791,0.01166612,0.139439,0.03090881,0.01415269,0.09991732,0.46404563,0.41923118,0.44218868,0.43794092,0.39695505,0.41821681
398,0.00893064,0.00435211,-0.03071246,0.01086337,0.00820857,0.02580321,0.36123716,0.28952423,0.31457106,0.37644477,0.32524167,0.3340757
399,-0.01386955,-0.00315957,-0.09294289,-0.01885106,-0.00663861,-0.18174769,0.47616364,0.40539451,0.44402186,0.45794753,0.40375491,0.43259031
400,0.00961737,0.00213606,-0.24432994,0.01179117,0.00239925,-0.41787451,0.4920033,0.39631194,0.45167898,0.47747431,0.40578561,0.44779311
401,-0.00654467,-0.00114612,0.23907088,-0.0002379,-0.00188668,0.31370623,0.44261952,0.39436679,0.41630659,0.43426548,0.39531909,0.41041722
402,0.00503923,-0.00268468,-0.14544094,0.00298972,-0.00415918,-0.17425838,0.48014981,0.35443095,0.40698203,0.49303106,0.40217287,0.43684563
403,0.01547131,0.00408085,-0.05016454,0.02038957,0.00673561,-0.09175435,0.29418391,0.22280187,0.24324627,0.31040692,0.25935194,0.26563658
404,-0.002737,0.00073296,0.1018316,-0.00232519,-0.00083312,0.10796305,0.40386911,0.31152325,0.34796406,0.4179771,0.34992023,0.36945565
405,0.01743127,0.00557134,-0.06134413,0.02459382,0.00692688,-0.12464689,0.44246828,0.38900937,0.417751,0.41699869,0.37026015,0.39666173
406,0.00880681,0.00571763,0.07510694,0.01313022,0.00655954,0.04071035,0.51505782,0.4287862,0.47030204,0.51416692,0.44831826,0.47775943
407,0.00909395,0.00096123,-0.11118986,0.01254556,0.00248644,-0.15748093,0.49454646,0.36794634,0.43350739,0.49139369,0.39286429,0.44061861
408,-0.0034581,0.00086892,-0.04587285,-0.00753727,0.00032715,-0.04688857,0.53634857,0.4125281,0.47044346,0.55085629,0.4556508,0.49490768
409,0.00228365,-0.00092359,0.09189523,0.00421109,-0.00025822,0.16933248,0.35943988,0.31074516,0.32760834,0.3719867,0.33535958,0.34043668
410,0.00129276,-0.00341999,-0.04170245,0.00149369,-0.00695398,-0.16540273,0.39410768,0.35084128,0.37384478,0.38318329,0.3499738,0.36586965
411,0.00070175,-0.00415084,0.05196209,0.00595185,-0.0026101,0.13576644,0.51375263,0.43048851,0.45539305,0.53373221,0.47243597,0.48209536
412,0.01205249,0.00398499,-0.09211752,0.01600752,0.00510343,-0.17491641,0.48672433,0.40197084,0.44500284,0.4718429,0.40570035,0.43656414
413,0.00172183,0.00252086,-0.08859871,0.00431636,0.00444123,-0.11268543,0.50594434,0.41835686,0.45712298,0.50707724,0.4376417,0.46137226
414,-0.00103449,-0.0056296,-0.18772623,-0.00366642,-0.00678601,-0.21536205,0.25169999,0.18371021,0.20625418,0.26514961,0.21824452,0.22676617
415,0.00332886,0.00472673,0.09346306,0.0055831,0.00794471,0.17761212,0.32504585,0.24766289,0.29618376,0.28844233,0.23126812,0.2725007
416,-0.01592413,0.00121045,0.04989445,-0.01568898,0.00405078,0.1298785,0.42060575,0.34602082,0.37931579,0.40456613,0.34238948,0.36845247
417,0.00103628,0.00674927,0.04639292,0.00232592,0.0092503,0.06512603,0.41073151,0.36479878,0.38866344,0.40082741,0.36702597,0.38303725
418,0.00726962,0.00469562,0.08737662,0.01532238,0.00966112,0.12034505,0.5282006,0.41424297,0.4612786,0.54862696,0.46661898,0.49185851
419,0.00599051,0.0028902,0.10398498,0.00961292,0.00442652,0.1492279,0.4572376,0.33745394,0.38512844,0.48414078,0.40214042,0.42748598
420,-0.01001285,-0.00074362,-0.12111707,-0.00831653,0.00220739,-0.08818445,0.34069335,0.25962433,0.28582415,0.35433724,0.29404117,0.30605685
421,-0.00737129,0.00214349,0.13174339,-0.00177152,2.32e-06,0.02314702,0.35952307,0.30443694,0.33190158,0.32313828,0.2769294,0.30395583
422,0.00940993,0.00473343,-0.14303067,0.01033798,0.00787713,-0.17814818,0.38003311,0.2871376,0.31806243,0.40952106,0.34619501,0.35518214
423,0.02339205,0.00736478,0.07136483,0.02963451,0.00845413,0.00663104,0.36525369,0.29043818,0.31265634,0.37362332,0.31718625,0.32601581
424,0.01016389,0.00662518,0.07291978,0.01821052,0.00792723,-0.0467029,0.4936722,0.4276587,0.45538863,0.49131341,0.43972993,0.45632435
425,-0.00939685,-0.00703739,-0.13103235,-0.01032524,-0.01074575,-0.20223363,0.38131515,0.28560733,0.32146621,0.38735076,0.31758959,0.34164618
426,-0.00033723,0.00047494,0.0212108,0.00381177,-0.00192767,-0.11504013,0.36380071,0.29591755,0.32384119,0.3715516,0.32194437,0.33532463
427,0.00356474,0.00317725,-0.08802115,0.00613358,0.00403184,-0.1750612,0.44039881,0.36926518,0.401862,0.43515253,0.37966139,0.40020939
428,0.0129869,0.00346009,0.00898215,0.01387671,0.00206525,-0.05410538,0.46452957,0.40332991,0.44299311,0.44086516,0.39478145,0.42539613
429,0.01604907,0.00741289,0.08939271,0.02704416,0.01216604,0.05147202,0.37406076,0.3169974,0.33510804,0.39363669,0.35277487,0.35607394
430,-0.00243403,0.00305265,-0.13073099,-0.0014868,0.00368871,-0.2303381,0.41328833,0.30536065,0.36065832,0.39739827,0.3164213,0.35918957
431,-0.00547953,0.010842,0.36476618,-0.00517255,0.01543192,0.56217457,0.47720463,0.36497248,0.40324466,0.50456357,0.42323212,0.43953883
432,-0.01042201,-0.00956669,-0.43136109,-0.01236365,-0.01323951,-0.65402313,0.42082705,0.33127204,0.36784512,0.44062138,0.37990291,0.39846674
433,-0.00768738,0.00574689,0.1638103,-0.00582322,0.00792204,0.21986759,0.48659062,0.41325999,0.4490948,0.48527799,0.42911382,0.45118749
434,0.00150641,-0.00682735,-0.1668522,0.00030012,-0.00689333,-0.11882919,0.42123867,0.31295432,0.3524931,0.44991704,0.37562479,0.39202155
435,-0.00226773,0.00280078,0.08463844,0.0004347,0.00065132,-0.03130876,0.42152318,0.33421311,0.36929973,0.42790523,0.3605491,0.38064864
436,-0.00181511,-0.00153184,-0.2931029,-0.00701968,-0.0009339,-0.36056147,0.38274415,0.28056339,0.31065814,0.41346676,0.34247216,0.35015899
437,0.00131697,0.00149212,0.09708207,0.00384298,0.00266371,0.13665094,0.33586663,0.2255984,0.26510815,0.3533351,0.27709163,0.29994796
438,-0.00133156,0.00045222,0.02034929,-0.0045499,-0.00464983,-0.11343874,0.54307054,0.43562957,0.48640112,0.55301774,0.46944374,0.50221811
439,0.00220969,0.00323657,0.08887434,0.00489221,0.00600245,0.1633386,0.39550598,0.3101993,0.3390116,0.42485965,0.36647862,0.37400095
440,0.00962017,0.00307292,-0.09857911,0.01473035,0.00511522,-0.19440873,0.53183223,0.44942,0.49370811,0.52645482,0.46423476,0.49679317
441,-0.01109218,0.00122236,0.17567317,-0.01621819,0.00083056,0.2636108,0.49571098,0.39412,0.44693892,0.49739918,0.42176894,0.45736499
442,0.01546263,0.00554097,-0.03851492,0.02422379,0.00617569,-0.2286981,0.32072952,0.29535656,0.3074775,0.30444171,0.2818423,0.29318831
443,-0.00522653,-0.00031091,-0.12529667,-0.00640238,0.00087552,-0.13005702,0.4152113,0.36780514,0.39200995,0.39393836,0.35524451,0.37526994
444,0.00830571,-0.00531824,-0.34866646,0.00364996,-0.00322777,-0.30855705,0.4943733,0.39303794,0.42531535,0.52094675,0.44820979,0.46008197
445,-0.00017173,0.00480783,0.11396205,0.00860243,0.0066788,0.05613737,0.47844481,0.40383602,0.43925786,0.45778717,0.3940124,0.42232318
446,0.0066,0.00165178,0.00572699,0.00804371,0.0015465,-0.02819814,0.46890671,0.35282298,0.4034116,0.47459234,0.38286557,0.41622849
447,-0.00384893,0.001111,0.11267755,-0.00035483,0.00155608,0.10216285,0.4374092,0.38944883,0.41325068,0.4265634,0.38937034,0.40551318
448,0.00239998,0.00853594,0.14627177,0.00678086,0.01147143,0.1519757,0.41151124,0.36532251,0.38162344,0.42450209,0.39171297,0.39621085
449,-0.00399281,0.00108953,0.02470347,-0.00758387,0.00148411,0.08228702,0.36435859,0.28151983,0.30913775,0.39212823,0.33582802,0.34338909
450,-0.01288118,-0.0036684,0.08602713,-0.01201387,-0.00570241,0.09847145,0.45046696,0.37899143,0.41116861,0.44877045,0.39454754,0.413624
451,-0.00096746,0.0010794,0.10024616,-0.00188626,0.00068243,0.15762456,0.39051014,0.29333659,0.33117444,0.39472222,0.32140674,0.34384165
452,0.00571134,-0.00312727,-0.10167515,0.0051994,-0.00210298,-0.03313793,0.4689098,0.41333457,0.44205374,0.45526238,0.40937136,0.43108787
453,0.00196005,0.00285804,-0.01695718,-0.00055308,0.00174321,-0.06247287,0.40472061,0.36017891,0.38195334,0.39192485,0.35664984,0.37235162
454,0.01072143,0.00136853,-0.08851106,0.01863351,0.00125155,-0.23740832,0.43860757,0.36426188,0.39704677,0.43240364,0.37456639,0.39577853
455,-0.00473815,-0.00378054,-0.1472711,-0.00413372,-0.00344786,-0.17346958,0.34141243,0.28290426,0.30805288,0.35723495,0.31778906,0.32792323
456,0.00280627,-0.00350337,-0.26053915,0.00872909,-0.00146376,-0.31008313,0.37965436,0.3326222,0.35044476,0.39835979,0.36575161,0.36989358
457,0.00643854,-0.00317689,-0.11447383,0.00057715,-0.00318319,-0.02869192,0.43971274,0.35636817,0.39292679,0.4604816,0.40292868,0.41898166
458,0.00170618,-0.00022388,0.17648492,0.00236329,0.00013073,0.28323166,0.41574173,0.28134279,0.3248401,0.43188161,0.33250693,0.35929749
459,-0.01125925,0.00507678,0.18603342,-0.00760785,0.00348819,0.09229458,0.50213286,0.403015,0.44328372,0.51370369,0.43724056,0.46050537
460,0.01420964,0.00576182,0.07477655,0.02512218,0.01082521,0.07763728,0.44369065,0.388254,0.42353132,0.42027105,0.37887583,0.40695472
461,-0.00791204,0.00084776,-0.02706655,-0.00199615,0.0034015,-0.03062839,0.46211313,0.37905224,0.40617982,0.4806011,0.41979724,0.43150604
462,-0.00442449,-0.00021667,-0.19675389,-0.0083437,-0.00083897,-0.282593,0.35654775,0.23688787,0.2752546,0.37680316,0.29257386,0.31276806
463,-0.0029085,-0.00017604,-0.09763132,-0.00560138,0.00400279,0.04172064,0.44642993,0.36186012,0.4039156,0.44447267,0.38196794,0.41066894
464,0.014276,-0.00370153,-0.29492482,0.01614988,-0.00258453,-0.3529668,0.44184175,0.39747161,0.41957075,0.42393597,0.38732632,0.40495825
465,-0.01590538,-0.00118278,-0.1124965,-0.01751428,-0.00043,-0.13262321,0.4233213,0.38040423,0.40525842,0.40698017,0.37211102,0.3915767
466,0.01011024,0.00382379,0.00919893,0.01444337,0.003803,-0.08313394,0.37430184,0.28967365,0.31458519,0.39555089,0.33339574,0.34125492
467,0.02570599,0.00731409,-0.08669379,0.03785205,0.01042355,-0.222512,0.49635688,0.43583253,0.4619005,0.48062272,0.42811192,0.44834803
468,-0.00246673,0.00136964,-0.0172988,-0.00588499,0.00463983,0.1384612,0.42543987,0.34914787,0.38300952,0.41870448,0.3584828,0.38046071
469,0.01596226,0.00184803,-0.14167718,0.01497643,0.00184798,-0.20153771,0.3976574,0.3452142,0.37613122,0.36710875,0.32239363,0.35094143
470,-0.00038161,0.00033926,0.0788934,-0.00609371,-0.00109009,0.10079471,0.31794191,0.24358105,0.27276732,0.32088142,0.26334206,0.28121458
471,0.00278827,-0.0002814,-0.02470443,0.00889761,0.00021621,-0.0753244,0.44356175,0.36345955,0.3985286,0.43274309,0.36864275,0.39311576
472,-0.00570465,-0.00182938,0.08845731,-0.01139154,-0.00521608,0.09401015,0.46652177,0.41158203,0.44775442,0.44141171,0.39851891,0.42793989
473,0.00187759,0.00426672,0.11466286,0.00707448,0.00638733,0.13556975,0.46849885,0.33128193,0.39024047,0.47745438,0.36919486,0.40882478
474,0.01828658,0.0074631,0.11618193,0.03063307,0.01117829,0.08573659,0.36362491,0.29176949,0.3168136,0.35657399,0.29962223,0.31621595
475,0.01255326,0.00142107,0.0069502,0.01898897,0.00248332,-0.0431163,0.40756404,0.36319177,0.38643023,0.36590887,0.32446644,0.34996954
476,0.02633278,0.01205829,-0.01053091,0.03854446,0.01682044,-0.11851693,0.45415579,0.40937578,0.43208734,0.42208073,0.37987656,0.40267121
477,-0.01628173,0.00041053,0.22368323,-0.01151417,-0.00200286,0.15863909,0.3375597,0.24612962,0.27216056,0.35378769,0.28682229,0.29710192
478,0.04764639,0.01047276,-0.02158774,0.05446841,0.01475195,-0.01819867,0.42279621,0.35560684,0.38460735,0.41100215,0.35708501,0.37781462
479,-0.02092165,-0.00743665,-0.14938221,-0.02516659,-0.00885431,-0.14764717,0.55476649,0.45309447,0.49541648,0.57139628,0.49484346,0.51822787
480,-0.00289503,-0.00528259,0.31677525,0.0008891,-0.00466698,0.53019037,0.48747429,0.44144529,0.46734185,0.47103347,0.43277733,0.45345327
481,-0.00633186,-0.00653338,-0.18866898,-0.01377536,-0.00384398,-0.00327432,0.48676576,0.39585049,0.43189225,0.49567569,0.42603874,0.44617109
482,0.00935576,0.00124284,0.02955182,0.01385073,0.00204943,0.02631542,0.44072445,0.38926466,0.41378893,0.43550583,0.39647602,0.41265218
483,0.00805247,0.00708964,0.21279719,0.01048304,0.00486736,0.16603848,0.39409439,0.32704504,0.34780732,0.41410246,0.36682818,0.37162359
484,-0.00228156,-0.00227178,-0.03572456,0.0013775,0.00115977,0.05780255,0.48883494,0.41729805,0.43994084,0.50432316,0.45192179,0.46041454
485,0.00831582,-0.00447607,-0.06843979,0.00929443,-0.00750627,-0.13827795,0.40926729,0.30182769,0.34029272,0.43774016,0.36515032,0.38194856
486,0.00978159,0.00302243,0.05001309,0.0120038,0.00465982,0.10158992,0.42289128,0.31740219,0.35334413,0.45124092,0.37825264,0.3909839
487,-0.00112033,-0.00019141,-0.20781149,-0.00298122,0.00177494,-0.2105026,0.35374717,0.30172486,0.33391943,0.34480252,0.30891475,0.32983618
488,0.00564214,-0.00104472,-0.13899068,0.00414301,-0.00152928,-0.18076975,0.43739557,0.38777789,0.4192384,0.41398684,0.37426731,0.39978187
489,0.02379932,0.00252363,-0.23262974,0.02737818,0.00597505,-0.26067869,0.39378665,0.34682731,0.37066165,0.39788806,0.36357681,0.37581338
490,0.00204113,-0.00143662,-0.1868717,0.00265183,-0.00161399,-0.25874758,0.34970555,0.25992957,0.28653562,0.3706512,0.30862574,0.316343
491,0.01921386,0.00805594,0.12116801,0.03125622,0.01012881,0.01092749,0.44013176,0.39879415,0.4187879,0.41100503,0.37202387,0.39205462
492,0.00554121,0.00062811,0.1734425,0.00883602,0.00260534,0.30477417,0.59680365,0.50181056,0.54595018,0.60963086,0.5398817,0.56713413
493,-0.00323233,-0.00155118,-0.03122825,-0.00895038,0.00077146,0.12334349,0.40427037,0.34930588,0.36848989,0.4241794,0.386087,0.39037634
494,0.00620393,0.00368082,0.1329073,0.01727575,0.00417039,0.01274778,0.43279522,0.35286888,0.38673516,0.41308378,0.34752373,0.37388076
495,0.00149406,-0.00163899,-0.16219215,-0.00490346,-0.00299073,-0.16652252,0.36935723,0.27783547,0.31166805,0.39520493,0.33360295,0.34777519
496,-0.01373568,0.00057158,-0.05806923,-0.0117478,-0.00074711,-0.20460008,0.32973605,0.26610565,0.29573014,0.3152459,0.26687311,0.29009334
497,0.00174462,0.00482592,-0.04265697,0.00039186,0.00848221,0.03346258,0.37203439,0.29736327,0.32994132,0.3673295,0.31130646,0.33142219
498,-0.00668037,-0.00120347,0.03330883,-0.00904824,-0.00210017,0.05523072,0.47026376,0.38121048,0.41899853,0.46673911,0.39520324,0.42032885
499,0.00503852,-0.00313633,-0.08909968,0.00942129,-0.00422294,-0.13757064,0.46672777,0.3993086,0.42981004,0.45955978,0.40584806,0.4259368
500,-0.01243557,0.00151013,0.10468664,-0.00414505,0.00133485,-0.00900735,0.28059962,0.22235578,0.25637185,0.23988729,0.19346325,0.22662225
501,-0.00729792,-0.00756952,-0.26858755,-0.01254409,-0.00866489,-0.24888812,0.40972802,0.33596035,0.36602125,0.40073395,0.34209281,0.36325656
502,-0.0186981,-0.00515592,0.29182013,-0.02140298,-0.00973932,0.37962541,0.53321837,0.4547109,0.48790542,0.54097204,0.48181922,0.50012786
503,0.00747684,0.00149981,-0.07618675,0.01572512,0.00506218,-0.14141083,0.52456413,0.41886462,0.47273163,0.52861495,0.4487685,0.48386901
504,0.00019557,-0.00130719,-0.19998871,0.00174216,0.00063758,-0.22144335,0.38574949,0.25804281,0.29347607,0.4076499,0.31393145,0.33036263
505,-0.00098211,0.0038332,0.15144279,0.00578832,0.00612655,0.19570289,0.50468837,0.415966,0.44708105,0.52981676,0.46722242,0.47879253
506,0.01746477,0.00599922,0.05226024,0.02651224,0.00725822,-0.05805445,0.14731545,0.13583559,0.14329326,0.14417326,0.1339326,0.13914039
507,0.00705148,0.00392661,0.10466325,0.01187612,0.0099809,0.26573145,0.41091769,0.35880874,0.38261114,0.4028286,0.36124905,0.37762056
508,0.00580183,0.00406612,0.05801335,0.00889963,0.0085499,0.16210445,0.47674923,0.40450047,0.43484639,0.47458721,0.41753533,0.43601293
509,-0.00527012,-0.0066595,-0.1889562,-0.01060746,-0.00907809,-0.18363448,0.51822429,0.44336986,0.48064608,0.51621212,0.4584645,0.48128177
510,0.00464756,-0.00158638,-0.15220405,0.00979649,0.0019401,-0.12123633,0.29714021,0.24502856,0.26956765,0.27122475,0.23018912,0.25251248
511,0.00177224,0.00313716,0.19320282,0.00755088,0.00433445,0.23800739,0.51175155,0.38535885,0.43468772,0.52865661,0.43636395,0.46869289
512,-0.00661446,-0.00484137,0.04394551,-0.01192849,-0.00944344,0.03238885,0.3772421,0.28718558,0.31317278,0.39405269,0.32748686,0.3370233
513,-0.00245795,0.00241754,-0.12773414,0.00538437,0.00592386,-0.21225635,0.32630975,0.27858782,0.30315447,0.287185,0.24469581,0.27072127
514,0.00627192,0.00319299,-0.00835094,0.00768708,0.00611334,0.06596907,0.3269287,0.23278155,0.25921405,0.34957618,0.28234674,0.29055882
515,0.01813199,0.01154778,0.46146665,0.0266551,0.01389291,0.55559406,0.45916966,0.32988891,0.37690602,0.48871829,0.40016338,0.42373009
516,-0.00051701,0.00501142,0.16409654,0.00101008,0.00780706,0.25697647,0.39704808,0.31655688,0.34166622,0.41579143,0.35747984,0.3658528
517,0.00722853,0.00330326,0.15225395,0.01743763,0.0013209,-0.00956569,0.48116057,0.36543278,0.4124477,0.49364164,0.4060754,0.43364563
518,0.00787777,0.00243018,0.00700305,0.00014531,0.00225667,0.08155292,0.50869839,0.41399141,0.45501832,0.53328223,0.46521912,0.48444749
519,-0.00938134,-0.00366816,-0.1009905,-0.00121991,-0.00223017,-0.18063057,0.44649769,0.38740128,0.42533685,0.41541303,0.37034156,0.40262101
520,0.00135114,0.00256004,0.19326669,0.00335897,4.011e-05,0.17236425,0.39239343,0.32184641,0.3511897,0.41082265,0.36262907,0.37691269
521,0.00108406,-0.00201975,0.14047808,0.00522275,-0.00422393,0.14053901,0.37159095,0.32315639,0.34282865,0.37961633,0.34276159,0.35239898
522,0.02544297,0.00123946,-0.15327353,0.03544408,0.00137636,-0.32239533,0.45428483,0.41430926,0.4339817,0.42649307,0.38849482,0.40792862
523,-0.00614628,0.00227201,0.07530045,-0.00623121,0.00194751,0.06161236,0.38280814,0.27549055,0.31756278,0.38957877,0.31187956,0.34002717
524,0.00913881,-0.00035176,-0.12969821,0.01064416,0.00083457,-0.15052353,0.46689176,0.3526664,0.3962672,0.49876774,0.41978596,0.43900414
525,-0.00971748,-0.00095374,-0.05528893,-0.01352349,-0.00443024,-0.16598595,0.44450423,0.3265445,0.37023974,0.46363724,0.37836006,0.40332316
526,-0.00706807,0.00015107,0.09004173,-0.00441224,-0.00117184,0.04922272,0.42378413,0.33591287,0.3706539,0.43020835,0.36358576,0.3829837
527,-0.00590844,-0.00559311,-0.16383625,-0.00813726,-0.00665066,-0.19917901,0.47709324,0.38265829,0.42524901,0.47253045,0.39821374,0.42603037
528,0.02518321,0.0005653,-0.17435796,0.03197846,0.00072678,-0.29654495,0.43766969,0.40211889,0.42054568,0.42110798,0.38803494,0.40367864
529,0.00638446,0.00307282,0.11179302,0.01304252,0.00257926,0.02048802,0.57060173,0.4734143,0.51867527,0.57346564,0.49642426,0.52799078
530,0.01916123,0.00375324,0.15948067,0.02703277,0.00710549,0.26614144,0.47700764,0.3904812,0.42663817,0.47803343,0.41010608,0.43220816
531,-0.00848668,-0.00278648,-0.2128855,-0.00932529,-0.00309348,-0.30967241,0.36082921,0.27061894,0.30122507,0.38205713,0.31996924,0.33391069
532,0.00088062,0.00186542,-0.10905211,0.00433668,0.006606,-0.05045418,0.3685507,0.32036155,0.34545377,0.32831383,0.28527507,0.31188181
533,-0.00183886,-0.00658246,-0.31436035,-0.00570572,-0.00825334,-0.40275804,0.46797339,0.39612539,0.42745052,0.46223796,0.40617137,0.43058719
534,0.00059072,0.00032146,-0.16444817,0.00362204,0.00132517,-0.24292427,0.45099671,0.37307891,0.41958965,0.42539206,0.36706591,0.40369461
535,0.00191474,-0.0034266,-0.05372418,0.00087254,-0.00734065,-0.16464759,0.51417099,0.40444405,0.45118956,0.52539129,0.44028835,0.47086232
536,0.01045139,0.00031979,0.16761224,0.00940819,-0.00208995,0.21418746,0.47248794,0.4050752,0.43116473,0.49316207,0.44528915,0.45349753
537,0.00522406,0.00084034,-0.0345772,0.00461231,-0.00084516,-0.114923,0.42969395,0.35219064,0.38550239,0.4232267,0.36202215,0.38348841
538,0.0137916,0.00689235,-0.01459534,0.02579055,0.01111819,-0.10810555,0.41669686,0.3321087,0.36867481,0.40692788,0.34032008,0.36632439
539,0.00333099,0.00204652,-0.08582862,0.00619285,0.00309438,-0.1315009,0.51963128,0.41356458,0.45817684,0.53904928,0.4597737,0.4840137
